Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Page_Registration/input_Address Line 1_address1 (1)""), ""123 Fake St"")",Chrome 71.0.3578.98,,2019-01-07 10:38:56,2019-01-07 10:38:56,0.265s,PASSED
"setText(findTestObject(""Object Repository/Page_Registration/input_Address Line 2_address2 (1)""), ""Apt 1"")",Chrome 71.0.3578.98,,2019-01-07 10:38:56,2019-01-07 10:38:56,0.211s,PASSED
"setText(findTestObject(""Object Repository/Page_Registration/input_City_city (1)""), ""Rockville"")",Chrome 71.0.3578.98,,2019-01-07 10:38:56,2019-01-07 10:38:57,0.178s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/a_State  Province  Region_stat (2)""))",Chrome 71.0.3578.98,,2019-01-07 10:38:57,2019-01-07 10:38:57,0.133s,PASSED
"waitForElementPresent(findTestObject(""Page_Registration/div_MD - Maryland_2""), 0)",Chrome 71.0.3578.98,,2019-01-07 10:38:57,2019-01-07 10:38:57,0.066s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/div_MD - Maryland_2""))",Chrome 71.0.3578.98,,2019-01-07 10:38:57,2019-01-07 10:38:57,0.147s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/label_Postal  Code (1)""))",Chrome 71.0.3578.98,,2019-01-07 10:38:57,2019-01-07 10:38:57,0.177s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/span_Postal  Code (1)""))",Chrome 71.0.3578.98,,2019-01-07 10:38:57,2019-01-07 10:38:57,0.109s,PASSED
"setText(findTestObject(""Object Repository/Page_Registration/input_Postal  Code_postalCode (1)""), ""20850"")",Chrome 71.0.3578.98,,2019-01-07 10:38:57,2019-01-07 10:38:57,0.150s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/label_Select Question 1 (1)""))",Chrome 71.0.3578.98,,2019-01-07 10:38:57,2019-01-07 10:38:58,0.154s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/label_Select Question 2 (1)""))",Chrome 71.0.3578.98,,2019-01-07 10:38:58,2019-01-07 10:38:58,0.131s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/label_Select Question 3 (1)""))",Chrome 71.0.3578.98,,2019-01-07 10:38:58,2019-01-07 10:38:58,0.115s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/p_Please select and answer sec (1)""))",Chrome 71.0.3578.98,,2019-01-07 10:38:58,2019-01-07 10:38:58,0.115s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/strong_Security Questions (1)""))",Chrome 71.0.3578.98,,2019-01-07 10:38:58,2019-01-07 10:38:58,0.157s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_Registration/select_--- Question 1 ---    W (1)""), ""152"", true)",Chrome 71.0.3578.98,,2019-01-07 10:38:58,2019-01-07 10:38:58,0.315s,PASSED
"setText(findTestObject(""Object Repository/Page_Registration/input_Enter Your Answer for Qu (1)""), ""make1"")",Chrome 71.0.3578.98,,2019-01-07 10:38:58,2019-01-07 10:38:59,0.143s,PASSED
"click(findTestObject(""Object Repository/Page_Registration/div_Select Question 2 (1)""))",Chrome 71.0.3578.98,,2019-01-07 10:38:59,2019-01-07 10:38:59,0.102s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_Registration/select_--- Question 2 ---    W (1)""), ""153"", true)",Chrome 71.0.3578.98,,2019-01-07 10:38:59,2019-01-07 10:38:59,0.280s,PASSED
"setText(findTestObject(""Object Repository/Page_Registration/input_Enter Your Answer for Qu_6 (1)""), ""name1"")",Chrome 71.0.3578.98,,2019-01-07 10:38:59,2019-01-07 10:38:59,0.165s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_Registration/select_--- Question 3 ---    W (1)""), ""154"", true)",Chrome 71.0.3578.98,,2019-01-07 10:38:59,2019-01-07 10:38:59,0.307s,PASSED
"setText(findTestObject(""Object Repository/Page_Registration/input_Enter Your Answer for Qu_16 (1)""), ""nickname1"")",Chrome 71.0.3578.98,,2019-01-07 10:38:59,2019-01-07 10:39:00,0.216s,PASSED
"click(findTestObject(""Page_Registration/input_CANCEL_registerButton (1)""))",Chrome 71.0.3578.98,disabled for now!,2019-01-07 10:39:00,2019-01-07 10:39:00,0.002s,NOT_RUN
closeBrowser(),Chrome 71.0.3578.98,,2019-01-07 10:39:00,2019-01-07 10:39:01,0.919s,PASSED
,,,,,,
Test Cases/ICRC External - Login,Chrome 71.0.3578.98,Login to ICRC Application Form,2019-01-07 10:39:01,2019-01-07 10:39:09,8.166s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-07 10:39:01,2019-01-07 10:39:03,1.648s,PASSED
"navigateToUrl(""https://icrc-test.nci.nih.gov/"")",Chrome 71.0.3578.98,,2019-01-07 10:39:03,2019-01-07 10:39:04,1.304s,PASSED
"click(findTestObject(""Object Repository/Page_Introduction to Cancer Researc/a_Login""))",Chrome 71.0.3578.98,,2019-01-07 10:39:04,2019-01-07 10:39:04,0.575s,PASSED
"setText(findTestObject(""Object Repository/Page_Login/input_Email Address_username""), ""firstname1@nih.edu"")",Chrome 71.0.3578.98,,2019-01-07 10:39:04,2019-01-07 10:39:05,0.539s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login/input_Password_password""), ""iFGeFYmXIrWy72D5I5E8Dw=="")",Chrome 71.0.3578.98,,2019-01-07 10:39:05,2019-01-07 10:39:05,0.264s,PASSED
"click(findTestObject(""Object Repository/Page_Login/input_Password_userlogin_0""))",Chrome 71.0.3578.98,,2019-01-07 10:39:05,2019-01-07 10:39:07,2.244s,PASSED
"click(findTestObject(""Page_ICRC Application/a_Log out (1)""))",Chrome 71.0.3578.98,,2019-01-07 10:39:07,2019-01-07 10:39:08,0.425s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2019-01-07 10:39:08,2019-01-07 10:39:09,0.839s,PASSED
